attempt_id,base_id,source,label,base_text,tts_text,severity,tts_backend,voice,tts_quality,transcript,similarity,token_recall,status,flags,audio_path,error
dataset:95:v1,dataset:95,dataset,NO,"Mach das nicht, die Signale sollen nicht häufiger kommen.","Mach das nicht, die Signale sollen nicht häufiger kommen.",clean,piper,de_DE-kerstin-low,low,macht das nicht die signale sollen nicht häufiger kommen,0.990991,0.888889,generated,near_duplicate_clean,,
dataset:96:v1,dataset:96,dataset,NO,"Nein, die Abstandssignale sollen nicht seltener werden.","Nein, die Abstandssignale sollen nicht seltener werden.",moderate,piper,de_DE-thorsten-medium,medium,nein die abstand signale sollen nicht seltener werden,0.981132,0.857143,generated,near_duplicate_clean,,
dataset:99:v1,dataset:99,dataset,NO,Die Signalrate soll unverändert bleiben.,Die Signalrate soll unverändert bleiben.,clean,piper,de_DE-thorsten-high,high,die signale rate soll unverändert bleiben,0.975,0.8,generated,near_duplicate_clean,,
dataset:100:v1,dataset:100,dataset,NO,"Nein, die Hinweistöne sollen nicht öfter kommen.","Nein, die Hinweistöne sollen nicht öfter kommen.",clean,piper,de_DE-thorsten-high,high,nein die hinweis töne sollen nicht öfter kommen,0.989247,0.857143,generated,near_duplicate_clean,,
dataset:101:v1,dataset:101,dataset,NO,Übernimm diese Einstellung für die Signalrate nicht.,Übernimm diese Einstellung für die Signalrate nicht.,moderate,piper,de_DE-karlsson-low,low,übernehmen diese einstellung für die signal raten,0.88,0.571429,generated,negation_lost,,
dataset:105:v1,dataset:105,dataset,NO,"Nein, passe die Abstandshinweise nicht so an.","Nein, passe die Abstandshinweise nicht so an.",moderate,piper,de_DE-thorsten-medium,medium,nein passe die abstand hinweise nicht so an,0.976744,0.857143,generated,near_duplicate_clean,,
dataset:108:v1,dataset:108,dataset,NO,"Nein bitte, ändere die Sprechgeschwindigkeit nicht.","Nein bitte, ändere die Sprechgeschwindigkeit nicht.",clean,piper,de_DE-kerstin-low,low,nein bitte ändere die sprechgeschwindigkeit nicht,1.0,1.0,generated,identical_to_clean,,
dataset:112:v1,dataset:112,dataset,NO,Setze das Sprechtempo nicht auf den genannten Wert.,Setze das Sprechtempo nicht auf den genannten Wert.,clean,piper,de_DE-thorsten-high,high,setze das sprechtempo nicht auf den genannten wert,1.0,1.0,generated,identical_to_clean,,
dataset:113:v1,dataset:113,dataset,NO,Lass die aktuelle Sprechgeschwindigkeit bestehen.,Lass die aktuelle Sprechgeschwindigkeit bestehen.,clean,piper,de_DE-thorsten-medium,medium,lass die aktuelle sprechgeschwindigkeit bestehen,1.0,1.0,generated,identical_to_clean,,
dataset:115:v1,dataset:115,dataset,NO,Die Stimme soll nicht langsamer sprechen.,Die Stimme soll nicht langsamer sprechen.,clean,piper,de_DE-kerstin-low,low,die stimme sollen nicht langsamer sprechen,0.97561,0.833333,generated,near_duplicate_clean,,
dataset:116:v1,dataset:116,dataset,NO,Bitte führe die Tempoänderung nicht aus.,Bitte führe die Tempoänderung nicht aus.,moderate,piper,de_DE-thorsten-medium,medium,bitte führe die tempo änderung nicht aus,0.987342,0.833333,generated,near_duplicate_clean,,
dataset:117:v1,dataset:117,dataset,NO,Lass die Sprachausgabe genau so schnell wie bisher.,Lass die Sprachausgabe genau so schnell wie bisher.,moderate,piper,de_DE-kerstin-low,low,lass die sprachausgabe genauso schnell wie bisher,0.989899,0.75,generated,near_duplicate_clean,,
dataset:119:v1,dataset:119,dataset,NO,Die Geschwindigkeit soll so bleiben.,Die Geschwindigkeit soll so bleiben.,clean,piper,de_DE-thorsten-medium,medium,die geschwindigkeit soll so bleiben,1.0,1.0,generated,identical_to_clean,,
dataset:120:v1,dataset:120,dataset,NO,Verwende das neue Sprechtempo bitte nicht.,Verwende das neue Sprechtempo bitte nicht.,clean,piper,de_DE-karlsson-low,low,verwende das neue sprechtempo bitte nicht,1.0,1.0,generated,identical_to_clean,,
dataset:121:v1,dataset:121,dataset,NO,"Nein, ändere die Geschwindigkeit der Ausgabe nicht.","Nein, ändere die Geschwindigkeit der Ausgabe nicht.",moderate,piper,de_DE-kerstin-low,low,nein ändere die geschwindigkeit der ausgabe nicht,1.0,1.0,generated,identical_to_clean,,
dataset:122:v1,dataset:122,dataset,NO,"Nein, stell die Stimme nicht auf männlich.","Nein, stell die Stimme nicht auf männlich.",clean,piper,de_DE-thorsten-high,high,nein stellt die stimme nicht auf männlich,0.987654,0.857143,generated,near_duplicate_clean,,
dataset:123:v1,dataset:123,dataset,NO,"Nein bitte, nimm nicht die weibliche Stimme.","Nein bitte, nimm nicht die weibliche Stimme.",moderate,piper,de_DE-thorsten-high,high,neuen bitte nämlich die weibliche stimme,0.878049,0.571429,generated,negation_lost,,
dataset:124:v1,dataset:124,dataset,NO,Wechsle den Sprecher nicht.,Wechsle den Sprecher nicht.,clean,piper,de_DE-thorsten-high,high,wechsle den sprecher nicht,1.0,1.0,generated,identical_to_clean,,
dataset:125:v1,dataset:125,dataset,NO,"Mach das nicht, ich möchte die aktuelle Stimme behalten.","Mach das nicht, ich möchte die aktuelle Stimme behalten.",moderate,piper,de_DE-thorsten-high,high,macht das nicht ich möchte die aktuelle stimme behalten,0.990826,0.888889,generated,near_duplicate_clean,,
dataset:129:v1,dataset:129,dataset,NO,Die aktuelle Stimme soll nicht gewechselt werden.,Die aktuelle Stimme soll nicht gewechselt werden.,moderate,piper,de_DE-thorsten-high,high,die aktuelle stimme soll nicht gewechselt werden,1.0,1.0,generated,identical_to_clean,,
dataset:131:v1,dataset:131,dataset,NO,"Nein, verwende nicht den anderen Sprecher.","Nein, verwende nicht den anderen Sprecher.",moderate,piper,de_DE-thorsten-high,high,nein verwende ich den anderen sprecher,0.974359,0.833333,generated,negation_lost,,
dataset:132:v1,dataset:132,dataset,NO,Die Stimme darf nicht geändert werden.,Die Stimme darf nicht geändert werden.,clean,piper,de_DE-kerstin-low,low,die stimme darf nicht geändert werden,1.0,1.0,generated,identical_to_clean,,
dataset:134:v1,dataset:134,dataset,NO,"Nein, stelle die gewünschte Stimme nicht ein.","Nein, stelle die gewünschte Stimme nicht ein.",clean,piper,de_DE-kerstin-low,low,nein stelle die gewünschte stimmen nicht ein,0.988506,0.857143,generated,near_duplicate_clean,,
dataset:135:v1,dataset:135,dataset,NO,Behalte die aktuelle Sprecherstimme.,Behalte die aktuelle Sprecherstimme.,moderate,piper,de_DE-kerstin-low,low,behaltet die aktuelle sprecherstimme,0.985915,0.75,generated,near_duplicate_clean,,
dataset:136:v1,dataset:136,dataset,NO,"Nein, wechsel nicht auf die genannte Stimme.","Nein, wechsel nicht auf die genannte Stimme.",moderate,piper,de_DE-kerstin-low,low,nein wechsel nicht auf die genannte stimme,1.0,1.0,generated,identical_to_clean,,
dataset:137:v1,dataset:137,dataset,NO,"Nein, bleib in den Einstellungen und lies den Text nicht.","Nein, bleib in den Einstellungen und lies den Text nicht.",clean,piper,de_DE-thorsten-medium,medium,nein bleibt in den einstellungen und lies den text nicht,0.990991,0.9,generated,near_duplicate_clean,,
dataset:139:v1,dataset:139,dataset,NO,Bleib im Menü und miss den Abstand nicht.,Bleib im Menü und miss den Abstand nicht.,moderate,piper,de_DE-thorsten-high,high,im menü und musste abstatten,0.676471,0.375,generated,negation_lost,,
dataset:140:v1,dataset:140,dataset,NO,"Nein, beende die Einstellungen nicht für meine andere Frage.","Nein, beende die Einstellungen nicht für meine andere Frage.",moderate,piper,de_DE-thorsten-medium,medium,nein beendet die einstellungen nicht für meine andere frage,0.991453,0.888889,generated,near_duplicate_clean,,
dataset:142:v1,dataset:142,dataset,NO,"Nein, geh nicht zurück zur Objekterkennung.","Nein, geh nicht zurück zur Objekterkennung.",moderate,piper,de_DE-kerstin-low,low,nein gehe nicht zurück zur objekt erkennung,0.97619,0.666667,generated,near_duplicate_clean,,
dataset:144:v1,dataset:144,dataset,NO,"Nein, schließe die Einstellungen nicht für die andere Funktion.","Nein, schließe die Einstellungen nicht für die andere Funktion.",clean,piper,de_DE-kerstin-low,low,nein schließe die einstellungen nicht für die andere funktion,1.0,1.0,generated,identical_to_clean,,
dataset:145:v1,dataset:145,dataset,NO,Bleib bei den Einstellungen und starte die Texterkennung nicht.,Bleib bei den Einstellungen und starte die Texterkennung nicht.,moderate,piper,de_DE-karlsson-low,low,bleibt bei den einstellungen und starte die text erkennung,0.933333,0.666667,generated,negation_lost,,
dataset:146:v1,dataset:146,dataset,NO,"Nein, geh nicht aus dem Menü, um nach vorne zu schauen.","Nein, geh nicht aus dem Menü, um nach vorne zu schauen.",moderate,piper,de_DE-kerstin-low,low,nein gehen nicht aus dem menü um nach vorne zu schauen,0.981132,0.909091,generated,near_duplicate_clean,,
dataset:148:v1,dataset:148,dataset,NO,"Nein, ich möchte die Einstellungen nicht für die Messung verlassen.","Nein, ich möchte die Einstellungen nicht für die Messung verlassen.",moderate,piper,de_DE-karlsson-low,low,nein ich möchte die einstellungen nicht für die messung verlassen,1.0,1.0,generated,identical_to_clean,,
dataset:151:v1,dataset:151,dataset,NO,Verwirf den gespeicherten Befehl und bleib in den Einstellungen.,Verwirf den gespeicherten Befehl und bleib in den Einstellungen.,clean,piper,de_DE-thorsten-medium,medium,verwirft den gespeicherten befehl und bleibt in den einstellungen,0.984375,0.777778,generated,near_duplicate_clean,,
dataset:154:v1,dataset:154,dataset,YES,"Das kannst du so übernehmen, die neue Frequenz ist in Ordnung.","Das kannst du so übernehmen, die neue Frequenz ist in Ordnung.",moderate,piper,de_DE-kerstin-low,low,das kannst du so übernehmen die neue frequenz ist in ordnung,1.0,1.0,generated,identical_to_clean,,
dataset:155:v1,dataset:155,dataset,YES,Von mir aus darfst du die Frequenz jetzt umstellen.,Von mir aus darfst du die Frequenz jetzt umstellen.,moderate,piper,de_DE-thorsten-high,high,von mir aus darfst du die frequenz jetzt umstellen,1.0,1.0,generated,identical_to_clean,,
dataset:156:v1,dataset:156,dataset,YES,"Ja genau, der vorgeschlagene Frequenzwert soll gelten.","Ja genau, der vorgeschlagene Frequenzwert soll gelten.",clean,piper,de_DE-thorsten-high,high,ja genau der vorgeschlagene frequenz wert soll gelten,0.990476,0.857143,generated,near_duplicate_clean,,
dataset:158:v1,dataset:158,dataset,YES,Ich bin mit der neuen Frequenz einverstanden.,Ich bin mit der neuen Frequenz einverstanden.,clean,piper,de_DE-karlsson-low,low,ich bin mit der neuen frequenz einverstanden,1.0,1.0,generated,identical_to_clean,,
dataset:159:v1,dataset:159,dataset,YES,"So ist es richtig, stell den Frequenzwert entsprechend ein.","So ist es richtig, stell den Frequenzwert entsprechend ein.",moderate,piper,de_DE-karlsson-low,low,so ist es richtig stellt den frequenz wert entsprechend ein,0.982759,0.777778,generated,near_duplicate_clean,,
dataset:160:v1,dataset:160,dataset,YES,Die Frequenzänderung kannst du bestätigen.,Die Frequenzänderung kannst du bestätigen.,clean,piper,de_DE-thorsten-high,high,die frequenz änderung kannst du bestätigen,0.987952,0.8,generated,near_duplicate_clean,,
dataset:161:v1,dataset:161,dataset,YES,"Nimm ruhig den Wert, den ich eben für die Frequenz genannt habe.","Nimm ruhig den Wert, den ich eben für die Frequenz genannt habe.",clean,piper,de_DE-thorsten-high,high,nimm ruhig den wert den ich eben für die frequenz genannt habe,1.0,1.0,generated,identical_to_clean,,
dataset:166:v1,dataset:166,dataset,YES,"Das ist die Frequenz, die ich haben möchte.","Das ist die Frequenz, die ich haben möchte.",moderate,piper,de_DE-thorsten-high,high,das ist die frequenz die ich haben möchte,1.0,1.0,generated,identical_to_clean,,
dataset:168:v1,dataset:168,dataset,YES,Für die Frequenz ist das so korrekt.,Für die Frequenz ist das so korrekt.,moderate,piper,de_DE-kerstin-low,low,für die frequenz ist das so korrekt,1.0,1.0,generated,identical_to_clean,,
dataset:170:v1,dataset:170,dataset,YES,"Ja, die Hinweise sollen in diesem Rhythmus kommen.","Ja, die Hinweise sollen in diesem Rhythmus kommen.",moderate,piper,de_DE-thorsten-medium,medium,ja die hinweise sollen in diesem rhythmus kommen,1.0,1.0,generated,identical_to_clean,,
dataset:171:v1,dataset:171,dataset,YES,Du kannst die Wiederholrate jetzt entsprechend ändern.,Du kannst die Wiederholrate jetzt entsprechend ändern.,moderate,piper,de_DE-thorsten-medium,medium,du kannst die wiederhole rate jetzt entsprechend ändern,0.981481,0.857143,generated,near_duplicate_clean,,
dataset:172:v1,dataset:172,dataset,YES,Der vorgeschlagene Abstand zwischen den Signalen ist richtig.,Der vorgeschlagene Abstand zwischen den Signalen ist richtig.,moderate,piper,de_DE-thorsten-medium,medium,der vorgeschlagene abstand zwischen den signal ist richtig,0.983051,0.875,generated,near_duplicate_clean,,
dataset:173:v1,dataset:173,dataset,YES,Genau diese Signalrate möchte ich verwenden.,Genau diese Signalrate möchte ich verwenden.,clean,piper,de_DE-karlsson-low,low,genau diese signal rate möchte ich verwenden,0.988506,0.833333,generated,near_duplicate_clean,,
