attempt_id,base_id,source,label,base_text,tts_text,severity,tts_backend,voice,tts_quality,transcript,similarity,token_recall,status,flags,audio_path,error
dataset:14:v1,dataset:14,dataset,YES,"Ja, so möchte ich die Frequenz haben.","Ja, so möchte ich die Frequenz haben.",clean,piper,de_DE-thorsten-high,high,ja so möchte ich die frequenz haben,1.0,1.0,generated,identical_to_clean,,
dataset:15:v1,dataset:15,dataset,YES,"Okay, übernimm diese Frequenzeinstellung.","Okay, übernimm diese Frequenzeinstellung.",moderate,piper,de_DE-thorsten-medium,medium,okay über den diese frequenz einstellung,0.911392,0.5,generated,,,
dataset:16:v1,dataset:16,dataset,YES,"Genau so, die Frequenz kannst du einstellen.","Genau so, die Frequenz kannst du einstellen.",clean,piper,de_DE-karlsson-low,low,genauso die frequenz kannst du einstellen,0.987952,0.714286,generated,near_duplicate_clean,,
dataset:17:v1,dataset:17,dataset,YES,"Ja, ändere die BPS.","Ja, ändere die Be Pe Es.",moderate,piper,de_DE-kerstin-low,low,ja ändere die b ps,0.971429,0.75,generated,,,
dataset:18:v1,dataset:18,dataset,YES,"Ja bitte, setze die Signalrate so.","Ja bitte, setze die Signalrate so.",clean,piper,de_DE-karlsson-low,low,ja bitte setze die signal rate so,0.984615,0.833333,generated,near_duplicate_clean,,
dataset:19:v1,dataset:19,dataset,YES,"Genau, übernimm den neuen BPS-Wert.","Genau, übernimm den neuen Be Pe Es-Wert.",clean,piper,de_DE-karlsson-low,low,genau übernimmt den neuen b peters werden,0.864865,0.5,generated,,,
dataset:20:v1,dataset:20,dataset,YES,"Mach das, die Signale sollen häufiger kommen.","Mach das, die Signale sollen häufiger kommen.",clean,piper,de_DE-karlsson-low,low,mach das die signale sollen häufiger kommen,1.0,1.0,generated,identical_to_clean,,
dataset:21:v1,dataset:21,dataset,YES,"Ja, die Abstandssignale dürfen seltener werden.","Ja, die Abstandssignale dürfen seltener werden.",moderate,piper,de_DE-karlsson-low,low,ja die abstand signale der von seltener werden,0.901099,0.666667,generated,,,
dataset:22:v1,dataset:22,dataset,YES,"Einverstanden, ändere die Wiederholrate.","Einverstanden, ändere die Wiederholrate.",clean,piper,de_DE-thorsten-medium,medium,einverstanden ändere die wiederhole rate,0.974359,0.75,generated,,,
dataset:23:v1,dataset:23,dataset,YES,"Ja, stelle die BPS auf den genannten Wert.","Ja, stelle die Be Pe Es auf den genannten Wert.",moderate,piper,de_DE-thorsten-medium,medium,ja stelle die bp es auf den genannten wird,0.926829,0.75,generated,,,
dataset:24:v1,dataset:24,dataset,YES,"Okay, ändere die Signalgeschwindigkeit entsprechend.","Okay, ändere die Signalgeschwindigkeit entsprechend.",moderate,piper,de_DE-thorsten-high,high,wir können kinder die sigmar geschwindigkeit entsprechen,0.792453,0.2,generated,heavy_information_loss,,
dataset:25:v1,dataset:25,dataset,YES,"Richtig, die Hinweistöne sollen öfter kommen.","Richtig, die Hinweistöne sollen öfter kommen.",moderate,piper,de_DE-thorsten-high,high,wichtig die hin bei stöhn sollen öfter kommen,0.909091,0.666667,generated,,,
dataset:26:v1,dataset:26,dataset,YES,"Ja, übernimm diese Einstellung für die Signalrate.","Ja, übernimm diese Einstellung für die Signalrate.",moderate,piper,de_DE-kerstin-low,low,ja übernimmt diese einstellung für die signal rate,0.979592,0.714286,generated,near_duplicate_clean,,
dataset:27:v1,dataset:27,dataset,YES,Bitte führe die Änderung der BPS aus.,Bitte führe die Änderung der Be Pe Es aus.,clean,piper,de_DE-kerstin-low,low,bitte führe die änderungen der baby es aus,0.897436,0.714286,generated,,,
dataset:28:v1,dataset:28,dataset,YES,"Ja, die Wiederholrate kann so gesetzt werden.","Ja, die Wiederholrate kann so gesetzt werden.",moderate,piper,de_DE-kerstin-low,low,ja die wiederholt rat der kann so gesetzt werden,0.945055,0.857143,generated,,,
dataset:29:v1,dataset:29,dataset,YES,"Das ist richtig, nimm die neue Signalrate.","Das ist richtig, nimm die neue Signalrate.",clean,piper,de_DE-thorsten-high,high,das ist richtig nimm die neues signal rate,0.97561,0.714286,generated,near_duplicate_clean,,
dataset:30:v1,dataset:30,dataset,YES,Genau so sollen die Abstandshinweise wiederholt werden.,Genau so sollen die Abstandshinweise wiederholt werden.,moderate,piper,de_DE-thorsten-high,high,genau so sollen die abstand hinweise wiederholt werden,0.981481,0.857143,generated,near_duplicate_clean,,
dataset:31:v1,dataset:31,dataset,YES,"Ja, passe die BPS wie besprochen an.","Ja, passe die Be Pe Es wie besprochen an.",moderate,piper,de_DE-karlsson-low,low,ja was du die p s wie besprochen an,0.869565,0.714286,generated,,,
dataset:32:v1,dataset:32,dataset,YES,"Ja, sprich künftig schneller.","Ja, sprich künftig schneller.",clean,piper,de_DE-thorsten-medium,medium,ja spricht künftig schneller,0.981818,0.75,generated,near_duplicate_clean,,
dataset:33:v1,dataset:33,dataset,YES,"Ja bitte, ändere die Sprechgeschwindigkeit.","Ja bitte, ändere die Sprechgeschwindigkeit.",moderate,piper,de_DE-kerstin-low,low,ja bitte ändere die sprechgeschwindigkeit,1.0,1.0,generated,identical_to_clean,,
dataset:34:v1,dataset:34,dataset,YES,"Genau, das Sprechtempo soll langsamer werden.","Genau, das Sprechtempo soll langsamer werden.",clean,piper,de_DE-thorsten-high,high,genau das sprechtempo soll langsamer werden,1.0,1.0,generated,identical_to_clean,,
dataset:35:v1,dataset:35,dataset,YES,"Mach das, erhöhe das Vorlesetempo.","Mach das, erhöhe das Vorlesetempo.",clean,piper,de_DE-thorsten-high,high,mach das erhöhe das vorlese tempo,0.984615,0.8,generated,near_duplicate_clean,,
dataset:36:v1,dataset:36,dataset,YES,"Einverstanden, reduziere die Geschwindigkeit der Sprachausgabe.","Einverstanden, reduziere die Geschwindigkeit der Sprachausgabe.",moderate,piper,de_DE-kerstin-low,low,einverstanden reduziere die geschwindigkeit der sprachausgabe,1.0,1.0,generated,identical_to_clean,,
dataset:37:v1,dataset:37,dataset,YES,"Ja, setze das Sprechtempo auf den genannten Wert.","Ja, setze das Sprechtempo auf den genannten Wert.",clean,piper,de_DE-thorsten-medium,medium,ja fährt für das bei tempo auf den genannten wert,0.791667,0.75,generated,,,
dataset:38:v1,dataset:38,dataset,YES,"Okay, übernimm die neue Sprechgeschwindigkeit.","Okay, übernimm die neue Sprechgeschwindigkeit.",clean,piper,de_DE-kerstin-low,low,okay übernehmen die neue sprechgeschwindigkeit,0.933333,0.8,generated,,,
dataset:39:v1,dataset:39,dataset,YES,"Richtig, lies ab jetzt etwas schneller vor.","Richtig, lies ab jetzt etwas schneller vor.",moderate,piper,de_DE-thorsten-medium,medium,wichtig dies hat jetzt etwas will vor,0.794872,0.428571,generated,,,
dataset:40:v1,dataset:40,dataset,YES,"Ja, die Stimme darf langsamer sprechen.","Ja, die Stimme darf langsamer sprechen.",clean,piper,de_DE-thorsten-medium,medium,ja die stimme darf langsame sprechen,0.986301,0.833333,generated,near_duplicate_clean,,
dataset:41:v1,dataset:41,dataset,YES,Bitte führe die Tempoänderung aus.,Bitte führe die Tempoänderung aus.,moderate,piper,de_DE-kerstin-low,low,bitte führe die tempo änderung aus,0.985075,0.8,generated,near_duplicate_clean,,
dataset:42:v1,dataset:42,dataset,YES,Genau so soll die Sprachausgabe künftig sprechen.,Genau so soll die Sprachausgabe künftig sprechen.,clean,piper,de_DE-thorsten-high,high,genauso soll die sprachausgabe künftig sprechen,0.989474,0.714286,generated,near_duplicate_clean,,
dataset:43:v1,dataset:43,dataset,YES,"Ja, passe das Vorlesetempo entsprechend an.","Ja, passe das Vorlesetempo entsprechend an.",moderate,piper,de_DE-thorsten-high,high,na hast du das vorgesetzten seiten bei entsprechend an,0.694737,0.5,generated,,,
dataset:44:v1,dataset:44,dataset,YES,"Das passt, stelle die Geschwindigkeit so ein.","Das passt, stelle die Geschwindigkeit so ein.",moderate,piper,de_DE-thorsten-high,high,das passt stelle die geschwindigkeit so ein,1.0,1.0,generated,identical_to_clean,,
dataset:45:v1,dataset:45,dataset,YES,"Ja bitte, verwende das neue Sprechtempo.","Ja bitte, verwende das neue Sprechtempo.",moderate,piper,de_DE-kerstin-low,low,ja bitte verwende das neue spricht der pro,0.9,0.833333,generated,,,
dataset:46:v1,dataset:46,dataset,YES,"Einverstanden, ändere die Geschwindigkeit der Ausgabe.","Einverstanden, ändere die Geschwindigkeit der Ausgabe.",moderate,piper,de_DE-kerstin-low,low,einverstanden ändere die geschwindigkeit der ausgabe,1.0,1.0,generated,identical_to_clean,,
dataset:47:v1,dataset:47,dataset,YES,"Ja, stelle die Stimme auf männlich.","Ja, stelle die Stimme auf männlich.",clean,piper,de_DE-thorsten-high,high,ja stelle die stimme auf männlich,1.0,1.0,generated,identical_to_clean,,
dataset:48:v1,dataset:48,dataset,YES,"Ja bitte, nimm die weibliche Stimme.","Ja bitte, nimm die weibliche Stimme.",moderate,piper,de_DE-thorsten-high,high,ja bitte nimm die weibliche stimme,1.0,1.0,generated,identical_to_clean,,
dataset:49:v1,dataset:49,dataset,YES,"Genau, wechsle den Sprecher.","Genau, wechsle den Sprecher.",moderate,piper,de_DE-thorsten-high,high,genau weg für den sprecher,0.807692,0.75,generated,,,
dataset:50:v1,dataset:50,dataset,YES,"Mach das, ich möchte die andere Stimme hören.","Mach das, ich möchte die andere Stimme hören.",clean,piper,de_DE-karlsson-low,low,mach das ich möchte die andere stimme hören,1.0,1.0,generated,identical_to_clean,,
dataset:51:v1,dataset:51,dataset,YES,"Einverstanden, verwende ab jetzt die Männerstimme.","Einverstanden, verwende ab jetzt die Männerstimme.",clean,piper,de_DE-karlsson-low,low,einverstanden verwende ab jetzt die männer stimmen,0.979592,0.833333,generated,near_duplicate_clean,,
dataset:52:v1,dataset:52,dataset,YES,"Ja, nimm künftig die Frauenstimme.","Ja, nimm künftig die Frauenstimme.",moderate,piper,de_DE-thorsten-high,high,ja nimm künftig die frauenstimme,1.0,1.0,generated,identical_to_clean,,
dataset:53:v1,dataset:53,dataset,YES,"Okay, ändere die Sprecherstimme.","Okay, ändere die Sprecherstimme.",moderate,piper,de_DE-thorsten-medium,medium,okay ändere die sprecherstimme,1.0,1.0,generated,identical_to_clean,,
dataset:54:v1,dataset:54,dataset,YES,"Richtig, die aktuelle Stimme soll gewechselt werden.","Richtig, die aktuelle Stimme soll gewechselt werden.",clean,piper,de_DE-thorsten-high,high,richtig die aktuelle stimme soll gewechselt werden,1.0,1.0,generated,identical_to_clean,,
dataset:55:v1,dataset:55,dataset,YES,"Ja bitte, übernimm die ausgewählte Stimme.","Ja bitte, übernimm die ausgewählte Stimme.",moderate,piper,de_DE-karlsson-low,low,ja bitte übernehmen die ausgewählte stehen,0.853659,0.666667,generated,,,
dataset:56:v1,dataset:56,dataset,YES,"Genau so, verwende den anderen Sprecher.","Genau so, verwende den anderen Sprecher.",moderate,piper,de_DE-kerstin-low,low,genauso verwende den anderen sprecher,0.986667,0.666667,generated,near_duplicate_clean,,
dataset:57:v1,dataset:57,dataset,YES,"Ja, die Stimme darf geändert werden.","Ja, die Stimme darf geändert werden.",moderate,piper,de_DE-thorsten-high,high,ja die stimme darf geändert werden,1.0,1.0,generated,identical_to_clean,,
dataset:58:v1,dataset:58,dataset,YES,Bitte führe den Stimmenwechsel aus.,Bitte führe den Stimmenwechsel aus.,moderate,piper,de_DE-karlsson-low,low,mit der führer den stimmen wechsel aus,0.888889,0.4,generated,,,
dataset:59:v1,dataset:59,dataset,YES,"Das passt, stelle die gewünschte Stimme ein.","Das passt, stelle die gewünschte Stimme ein.",clean,piper,de_DE-kerstin-low,low,das passt stelle die gewünschte stimme ein,1.0,1.0,generated,identical_to_clean,,
dataset:60:v1,dataset:60,dataset,YES,"Ja, ersetze die aktuelle Sprecherstimme durch die andere.","Ja, ersetze die aktuelle Sprecherstimme durch die andere.",moderate,piper,de_DE-thorsten-medium,medium,ja weshalb für die aktuelle sprecherstimme durch die anderer,0.869565,0.75,generated,,,
dataset:61:v1,dataset:61,dataset,YES,"Einverstanden, wechsel auf die genannte Stimme.","Einverstanden, wechsel auf die genannte Stimme.",moderate,piper,de_DE-karlsson-low,low,einverstanden wechselt auf die genannte stimmen,0.978261,0.666667,generated,near_duplicate_clean,,
dataset:62:v1,dataset:62,dataset,YES,"Ja, verlasse die Einstellungen und lies den Text.","Ja, verlasse die Einstellungen und lies den Text.",clean,piper,de_DE-karlsson-low,low,ja verlasse die einstellungen und lies den text,1.0,1.0,generated,identical_to_clean,,
dataset:63:v1,dataset:63,dataset,YES,"Ja bitte, geh aus den Einstellungen und erkenne das Objekt.","Ja bitte, geh aus den Einstellungen und erkenne das Objekt.",moderate,piper,de_DE-thorsten-high,high,ja bitte geh aus den einstellungen und erkenne das objekt,1.0,1.0,generated,identical_to_clean,,
dataset:64:v1,dataset:64,dataset,YES,"Genau, verlasse das Menü und miss den Abstand.","Genau, verlasse das Menü und miss den Abstand.",clean,piper,de_DE-karlsson-low,low,genau verlasse das menü und miss den abstand,1.0,1.0,generated,identical_to_clean,,
dataset:65:v1,dataset:65,dataset,YES,"Mach das, beende die Einstellungen und beantworte meine Frage.","Mach das, beende die Einstellungen und beantworte meine Frage.",moderate,piper,de_DE-kerstin-low,low,macht das beende die einstellung und beantworte meine frage,0.97479,0.777778,generated,,,
dataset:66:v1,dataset:66,dataset,YES,"Ja, du kannst die Einstellungen verlassen und das Schild lesen.","Ja, du kannst die Einstellungen verlassen und das Schild lesen.",moderate,piper,de_DE-kerstin-low,low,ja du kannst die einstellungen verlassen unterschied lesen,0.907563,0.7,generated,,,
dataset:67:v1,dataset:67,dataset,YES,"Einverstanden, geh zurück und starte die Objekterkennung.","Einverstanden, geh zurück und starte die Objekterkennung.",clean,piper,de_DE-thorsten-high,high,einverstanden geht zurück und startet die objekt erkennung,0.973451,0.571429,generated,,,
dataset:68:v1,dataset:68,dataset,YES,"Ja bitte, verlasse das Einstellungsmenü und bestimme die Entfernung.","Ja bitte, verlasse das Einstellungsmenü und bestimme die Entfernung.",clean,piper,de_DE-kerstin-low,low,ja bitte verlasse das einstellung menü und bestimme die entfernung,0.984848,0.888889,generated,near_duplicate_clean,,
dataset:69:v1,dataset:69,dataset,YES,"Richtig, schließe die Einstellungen und führe die andere Funktion aus.","Richtig, schließe die Einstellungen und führe die andere Funktion aus.",clean,piper,de_DE-karlsson-low,low,welch dich schließe die einstellungen und führe die andere funktion aus,0.920863,0.9,generated,,,
dataset:70:v1,dataset:70,dataset,YES,"Ja, wechsel aus den Einstellungen zur Texterkennung.","Ja, wechsel aus den Einstellungen zur Texterkennung.",clean,piper,de_DE-kerstin-low,low,ja wechsel aus den einstellungen zur texter kennung,0.990099,0.857143,generated,near_duplicate_clean,,
dataset:71:v1,dataset:71,dataset,YES,"Okay, verlasse das Menü und schau, was vor mir ist.","Okay, verlasse das Menü und schau, was vor mir ist.",moderate,piper,de_DE-thorsten-medium,medium,okay verlasse das menü und schau was vor mir ist,1.0,1.0,generated,identical_to_clean,,
dataset:72:v1,dataset:72,dataset,YES,Bitte beende die Einstellungen und führe meinen vorherigen Befehl aus.,Bitte beende die Einstellungen und führe meinen vorherigen Befehl aus.,clean,piper,de_DE-karlsson-low,low,bitte beende die einstellungen und führe meinen vorherigen befehl aus,1.0,1.0,generated,identical_to_clean,,
dataset:73:v1,dataset:73,dataset,YES,"Ja, ich möchte die Einstellungen verlassen und mit der Messung fortfahren.","Ja, ich möchte die Einstellungen verlassen und mit der Messung fortfahren.",clean,piper,de_DE-karlsson-low,low,ja ich möchte die einstellungen verlassen und mit der messung fortfahren,1.0,1.0,generated,identical_to_clean,,
dataset:74:v1,dataset:74,dataset,YES,"Genau, geh aus dem Menü und leite meine Frage an die Assistenz weiter.","Genau, geh aus dem Menü und leite meine Frage an die Assistenz weiter.",moderate,piper,de_DE-thorsten-medium,medium,genau die aus dem ließ und leute meine frage an die assistenz hatte,0.859259,0.692308,generated,,,
dataset:75:v1,dataset:75,dataset,YES,"Ja bitte, schließe die Einstellungen und erkenne den Text.","Ja bitte, schließe die Einstellungen und erkenne den Text.",moderate,piper,de_DE-karlsson-low,low,ja bitte schließe die einstellungen unter kinder den text,0.902655,0.777778,generated,,,
dataset:76:v1,dataset:76,dataset,YES,"Einverstanden, verlasse den Einstellungsdialog und führe die gespeicherte Aktion aus.","Einverstanden, verlasse den Einstellungsdialog und führe die gespeicherte Aktion aus.",clean,piper,de_DE-karlsson-low,low,einverstanden verlasse den einstellungen dialog und führe die gespeicherte aktion aus,0.97619,0.9,generated,near_duplicate_clean,,
dataset:77:v1,dataset:77,dataset,NO,"Nein, ändere die Frequenz nicht.","Nein, ändere die Frequenz nicht.",clean,piper,de_DE-karlsson-low,low,nein ändere die frequenzen,0.892857,0.6,generated,negation_lost,,
dataset:78:v1,dataset:78,dataset,NO,"Nein, ich möchte die Frequenz nicht ändern.","Nein, ich möchte die Frequenz nicht ändern.",moderate,piper,de_DE-thorsten-medium,medium,nein ich möchte die frequenz nicht ändern,1.0,1.0,generated,identical_to_clean,,
dataset:79:v1,dataset:79,dataset,NO,Lass die Frequenz bitte wie sie ist.,Lass die Frequenz bitte wie sie ist.,moderate,piper,de_DE-thorsten-high,high,lass die frequenz bitte wie sie ist,1.0,1.0,generated,identical_to_clean,,
dataset:80:v1,dataset:80,dataset,NO,"Nein danke, übernimm den neuen Frequenzwert nicht.","Nein danke, übernimm den neuen Frequenzwert nicht.",moderate,piper,de_DE-thorsten-medium,medium,nein danke übernimmt neuen frequenz werk nicht,0.914894,0.571429,generated,,,
dataset:81:v1,dataset:81,dataset,NO,"Mach das nicht, die Frequenz soll unverändert bleiben.","Mach das nicht, die Frequenz soll unverändert bleiben.",clean,piper,de_DE-thorsten-high,high,macht das nicht die frequenz soll unverändert bleiben,0.990476,0.875,generated,near_duplicate_clean,,
dataset:82:v1,dataset:82,dataset,NO,"Nein, stelle die Frequenz nicht auf den genannten Wert.","Nein, stelle die Frequenz nicht auf den genannten Wert.",moderate,piper,de_DE-kerstin-low,low,nein stelle die frequenz nicht auf den genannten wert,1.0,1.0,generated,identical_to_clean,,
dataset:83:v1,dataset:83,dataset,NO,"Das passt so nicht, ändere die Frequenz nicht.","Das passt so nicht, ändere die Frequenz nicht.",moderate,piper,de_DE-thorsten-high,high,das passt so nicht andere die frequenz nicht,0.977273,0.875,generated,near_duplicate_clean,,
dataset:84:v1,dataset:84,dataset,NO,Bitte verwirf die vorgeschlagene Frequenzänderung.,Bitte verwirf die vorgeschlagene Frequenzänderung.,moderate,piper,de_DE-kerstin-low,low,bitte verwirft die vorgeschlagene frequenz änderung,0.98,0.6,generated,near_duplicate_clean,,
dataset:85:v1,dataset:85,dataset,NO,"Nein, die Frequenz soll nicht höher werden.","Nein, die Frequenz soll nicht höher werden.",moderate,piper,de_DE-thorsten-medium,medium,nein die frequenz nicht für werden,0.853333,0.714286,generated,,,
dataset:86:v1,dataset:86,dataset,NO,"Nein, setze die Frequenz nicht niedriger.","Nein, setze die Frequenz nicht niedriger.",moderate,piper,de_DE-thorsten-medium,medium,nein für zu die frequenz nicht niedriger,0.886076,0.833333,generated,,,
dataset:87:v1,dataset:87,dataset,NO,Lass den bisherigen Frequenzwert bestehen.,Lass den bisherigen Frequenzwert bestehen.,clean,piper,de_DE-thorsten-medium,medium,lass den bisherigen frequenz wird bestehen,0.939759,0.8,generated,,,
dataset:88:v1,dataset:88,dataset,NO,"Ich bin dagegen, die Tonfrequenz zu ändern.","Ich bin dagegen, die Tonfrequenz zu ändern.",clean,piper,de_DE-kerstin-low,low,ich bin dagegen die turn frequenz zu ändern,0.952381,0.857143,generated,,,
dataset:89:v1,dataset:89,dataset,NO,"Nein, so möchte ich die Frequenz nicht haben.","Nein, so möchte ich die Frequenz nicht haben.",clean,piper,de_DE-kerstin-low,low,nein so möchte ich die frequenz nicht haben,1.0,1.0,generated,identical_to_clean,,
dataset:90:v1,dataset:90,dataset,NO,Übernimm diese Frequenzeinstellung bitte nicht.,Übernimm diese Frequenzeinstellung bitte nicht.,clean,piper,de_DE-thorsten-medium,medium,übernimmt diese frequenz einstellung bitte nicht,0.978723,0.6,generated,near_duplicate_clean,,
dataset:91:v1,dataset:91,dataset,NO,"Nein, führe die Frequenzänderung nicht aus.","Nein, führe die Frequenzänderung nicht aus.",clean,piper,de_DE-thorsten-high,high,nein führe die frequenz änderung nicht aus,0.987952,0.833333,generated,near_duplicate_clean,,
dataset:92:v1,dataset:92,dataset,NO,"Nein, ändere die BPS nicht.","Nein, ändere die Be Pe Es nicht.",moderate,piper,de_DE-thorsten-high,high,nein andere die bip es nicht,0.90566,0.6,generated,,,
dataset:93:v1,dataset:93,dataset,NO,"Nein bitte, lass die Signalrate unverändert.","Nein bitte, lass die Signalrate unverändert.",clean,piper,de_DE-thorsten-medium,medium,nein bitte lass die signal rate unverändert,0.988235,0.833333,generated,near_duplicate_clean,,
dataset:94:v1,dataset:94,dataset,NO,Übernimm den neuen BPS-Wert nicht.,Übernimm den neuen Be Pe Es-Wert nicht.,moderate,piper,de_DE-thorsten-high,high,übernimmt den neuen gps werfen,0.825397,0.333333,generated,negation_lost,,
dataset:95:v1,dataset:95,dataset,NO,"Mach das nicht, die Signale sollen nicht häufiger kommen.","Mach das nicht, die Signale sollen nicht häufiger kommen.",clean,piper,de_DE-kerstin-low,low,macht das nicht die signale sollen nicht häufiger kommen,0.990991,0.888889,generated,near_duplicate_clean,,
dataset:96:v1,dataset:96,dataset,NO,"Nein, die Abstandssignale sollen nicht seltener werden.","Nein, die Abstandssignale sollen nicht seltener werden.",moderate,piper,de_DE-thorsten-medium,medium,nein die abstand signale sollen nicht seltener werden,0.981132,0.857143,generated,near_duplicate_clean,,
dataset:97:v1,dataset:97,dataset,NO,Lass die Wiederholrate bitte so wie bisher.,Lass die Wiederholrate bitte so wie bisher.,clean,piper,de_DE-kerstin-low,low,das die wiederum rate bitte so wie bisher,0.891566,0.714286,generated,,,
dataset:98:v1,dataset:98,dataset,NO,"Nein, stelle die BPS nicht auf den genannten Wert.","Nein, stelle die Be Pe Es nicht auf den genannten Wert.",moderate,piper,de_DE-thorsten-high,high,neun stelle die bip nicht hawking inneren wert,0.744681,0.444444,generated,,,
dataset:99:v1,dataset:99,dataset,NO,Die Signalrate soll unverändert bleiben.,Die Signalrate soll unverändert bleiben.,clean,piper,de_DE-thorsten-high,high,die signale rate soll unverändert bleiben,0.975,0.8,generated,near_duplicate_clean,,
dataset:100:v1,dataset:100,dataset,NO,"Nein, die Hinweistöne sollen nicht öfter kommen.","Nein, die Hinweistöne sollen nicht öfter kommen.",clean,piper,de_DE-thorsten-high,high,nein die hinweis töne sollen nicht öfter kommen,0.989247,0.857143,generated,near_duplicate_clean,,
dataset:101:v1,dataset:101,dataset,NO,Übernimm diese Einstellung für die Signalrate nicht.,Übernimm diese Einstellung für die Signalrate nicht.,moderate,piper,de_DE-karlsson-low,low,übernehmen diese einstellung für die signal raten,0.88,0.571429,generated,negation_lost,,
dataset:102:v1,dataset:102,dataset,NO,Bitte führe die Änderung der BPS nicht aus.,Bitte führe die Änderung der Be Pe Es nicht aus.,moderate,piper,de_DE-thorsten-high,high,bitte führe die änderung der bp ist nicht aus,0.965517,0.875,generated,,,
dataset:103:v1,dataset:103,dataset,NO,"Nein, ändere die Wiederholrate nicht.","Nein, ändere die Wiederholrate nicht.",moderate,piper,de_DE-thorsten-high,high,nein hintere die wiederhole rate nicht,0.90411,0.6,generated,,,
dataset:104:v1,dataset:104,dataset,NO,Der bisherige BPS-Wert soll bleiben.,Der bisherige Be Pe Es-Wert soll bleiben.,moderate,piper,de_DE-thorsten-medium,medium,der bisherige bp ist werkzeug bleiben,0.805556,0.5,generated,,,
dataset:105:v1,dataset:105,dataset,NO,"Nein, passe die Abstandshinweise nicht so an.","Nein, passe die Abstandshinweise nicht so an.",moderate,piper,de_DE-thorsten-medium,medium,nein passe die abstand hinweise nicht so an,0.976744,0.857143,generated,near_duplicate_clean,,
dataset:106:v1,dataset:106,dataset,NO,Verwirf bitte die Änderung der Signalrate.,Verwirf bitte die Änderung der Signalrate.,moderate,piper,de_DE-thorsten-medium,medium,verwirft bitte die änderung der sie nach rat,0.894118,0.666667,generated,,,
dataset:107:v1,dataset:107,dataset,NO,"Nein, sprich nicht schneller.","Nein, sprich nicht schneller.",moderate,piper,de_DE-karlsson-low,low,mein sprich nicht schneller,0.962963,0.75,generated,,,
dataset:108:v1,dataset:108,dataset,NO,"Nein bitte, ändere die Sprechgeschwindigkeit nicht.","Nein bitte, ändere die Sprechgeschwindigkeit nicht.",clean,piper,de_DE-kerstin-low,low,nein bitte ändere die sprechgeschwindigkeit nicht,1.0,1.0,generated,identical_to_clean,,
